X1,X2,X3
0.7907275189008958,3.555495783265207,0.03388241603987729
2.3607963505101957,2.373295600890548,1.6866341036148862
-2.464253544065923,0.26167247509715624,3.4658257378129083
1.1373769431140004,3.1746542068169368,-0.3503814217881045
-2.374132245592469,3.3815591783569414,0.7396217130888806
1.5399851315639896,3.3890483577057458,0.09774083445887383
1.2894371854666027,2.9948316874797047,-0.03342431594508477
-3.2239344399423344,1.5681661544632985,3.8416520030201506
-2.6572403859254212,-0.13888179562913466,3.173037971492341
2.5932971744415436,1.7406408340107244,2.659026084523086
-2.5914687898028395,3.561640171142604,0.9972536960907907
-2.7998864065363547,3.329637420299053,0.8902464152311537
-2.9923809282583167,1.8429470713928107,3.6514573134898036
-2.3488043626537785,1.0156173918041216,3.5524412758116792
-2.540299507074357,0.12287501381537418,3.4174992067890444
1.368760215431116,2.730671586959894,0.037683698343638855
1.2609162838336199,2.633859830298971,0.45413246330392454
-3.0604244983047884,1.162665963366447,3.605683920673247
0.3633647315234528,1.7039270770052672,1.522989491484354
-2.4549662793410834,0.31444264623790197,3.434983851073539
-2.2991760540198785,2.134104824907404,3.4684249435313084
-2.468462414852506,1.8281105994619131,3.5518558170367642
-2.185341553245529,1.5189777413251002,3.4592185280390755
-2.861585302459219,0.1612067101086506,3.3066837004961425
-2.356166255075395,-0.012463848940626576,3.340215407648096
-2.150689936738665,3.4285080086391018,1.1500473642601956
-2.4052813704209712,0.13394543657555258,3.2615321108921003
0.2082800362825291,1.9206557212561557,1.380999127487072
0.3483366538852233,1.7460854938445605,0.7533014541502521
1.6054397075925029,3.1759703044729797,-0.46380461166646425
-2.5659691352096714,0.43132321805731205,3.2499967395759257
-2.559963263614459,3.8684996265188105,0.6697821936346928
-2.560749809735425,3.3961420311088952,0.973172019436787
1.3110721933902496,3.2371275379578814,-0.07857475143240401
0.26691388739735933,1.9356664578673195,0.8053286822569443
0.5258411501512296,1.9299460080106494,1.025001050442609
0.730493983290859,2.563021205393652,1.2817357311316104
-2.0463438946747745,1.6112165685905033,3.2641965339271017
-2.3852950246570837,1.6763652936509024,3.201315830184727
0.03619133728812435,1.9209108301689855,1.8251115779581726
1.0793272796546685,3.5321997309013953,-0.3086141256936168
0.8278899408169662,3.2844801260779137,-0.045676978571079156
0.08700626728962818,2.524173690459154,1.201077667373617
-2.3386797924786484,0.2613067025512576,3.559251985676463
-2.2782743114107915,3.706910753179852,1.4632249193310771
2.405093065313715,1.8340084523552949,2.143968359981095
1.3930435452561596,3.050209792436288,-0.38386201497764466
2.744857246699412,2.156913836473135,2.1089701111305903
-2.419103812410218,1.2798859182952524,3.3981095519225404
-2.1535838238493845,1.4178974234968789,3.417785832738298
-2.193642005098431,1.997363171707479,3.6843012093159526
0.56484566501182,2.7979572383039537,0.07131330535681962
-2.3573629620959786,3.4584102608723937,0.8769092239910505
-2.5884685098833464,3.5073954528352123,1.1156535153184337
-2.399541632318065,3.6395974126037443,0.8388338101038662
-2.5871406642715944,1.0519375335032488,3.471226218352405
-2.877997614155138,0.30857704966355975,3.1025448491196763
-2.8255732253696464,3.310616478321393,1.0764584431357207
-2.535491950575703,1.3376939413752174,3.065766395196814
-2.556316704255354,0.1550944231619705,3.1399737668239043
1.4272343659833244,3.022992180883433,-0.2756250607176801
1.0912243140236626,2.5504635390982724,0.27489819416610606
-2.430024259573486,0.45469668213545833,3.0787932264075897
-2.4073697309506756,3.4077346406852937,1.5724924721608724
-2.096146040821974,3.8464668261814463,1.1780139316004326
-2.111102599786317,0.4658746159496394,3.2858372348170697
-2.84344161774497,1.3080169099346477,3.3281259036369035
1.6110984992395447,2.7687310801559426,-0.15068869200497986
0.45208675741909843,2.2739603938761626,1.5637120657737098
1.1743872806293731,3.9227660235583866,-0.46283553136817923
-2.9594413370952113,0.20881480014869314,3.2523751442601094
-2.659382719343797,3.5076983463155273,0.8409082871087074
-2.0709190712513914,1.1518183620455618,3.226226714839451
-2.412496485574807,1.635020634058557,3.135884312107266
1.0077045246691112,2.4633916169372894,1.129263235549271
-2.4949589029149193,0.2822730024825114,3.260624814716826
-2.5347101469045143,0.5037032159393477,3.3537560571271476
-2.7735533793516676,0.3163369829857857,3.1697626054473185
-2.8352430531417374,1.1229937356952242,3.6719839620735164
1.0812041634955132,3.181535049453177,0.1604846641147573
0.5134462723273187,2.1714377479961744,1.8398691025941338
-2.458445849056787,3.8357175021296537,0.7129276111433052
0.5931496649180112,2.083743053352172,0.9929620530324124
2.8104296922185354,2.273427399997836,2.6601997429250437
-2.8273693454889104,4.019022690460233,0.8122646177813447
0.9587977536828733,3.5776393508700375,-0.33065032876124906
0.8375849941367521,3.6655770879035896,-0.1901687573211374
0.2401062661784013,2.3753645460514234,0.7221235437079565
1.804221059819346,1.459944053420633,1.9978752710371253
0.292662942523587,2.013709027404654,1.2317914740170983
0.6350302844459258,1.5365183167934608,1.8037634359203554
0.603930648280733,2.459640632153266,1.3618412719877617
-2.1390055946552526,1.5825496202035982,3.2680722703789815
-3.2683405188985333,1.4749675491549679,3.2395422982894715
-2.6138004439982447,0.08004195425347216,3.1653735277770774
-3.1410938105436026,1.376690145589366,4.100197494558572
-2.2613898553680185,1.1764961610539943,3.220262482054463
1.0937355893480283,3.0772984437201454,0.3292633985045342
-2.5904714542095593,4.095309568690248,1.3964039577293845
0.6534096575718464,2.371043942296956,0.3218253333858966
0.7837689000256314,1.8447246593085347,1.2397358497054143
2.670693748081503,1.58734427376443,2.1079896591178984
-2.6010890302140575,1.1303748120404509,3.2767889839578936
-2.045156185559672,1.4669937735011496,3.728560946720462
0.6049329232944649,2.3695819047075886,1.4980588710195921
-2.5499912898557113,0.3431061974151095,3.25522642080886
-2.7150784062451043,1.5803063540189939,3.677312299486612
-3.09844661204094,3.2263354566502946,1.2050408079458532
1.2849422843132672,3.8878415456432607,0.17976970754433266
-2.7585602966086245,0.5621267623498367,3.219948318579211
1.9453179259062279,2.3374665756929893,2.7967014247426967
0.5893998078570019,2.0522534073197742,1.4854630720275002
0.5775886435010653,1.681980946734315,0.8942845254776369
0.5540174374097253,1.8645010198497642,2.0101752772663892
1.2921926300557716,2.2720084606238484,-0.1426605834910115
